Temperatura_C,Humedad_Relativa_Porc,Radiacion_Solar_W_m2,Velocidad_Viento_kmh,Presion_Atmosferica_hPa,Nivel_CO2_ppm,Presencia_Hongo,Porcentaje_Plantas_Afectadas
20.3,92.4,211.0,3.89,1011.7,399.0,0,0.0
16.0,75.7,191.0,2.64,1009.4,369.0,0,0.0
18.7,85.5,106.0,4.16,1010.3,396.0,0,0.0
14.0,90.5,229.0,4.62,1008.5,375.0,0,0.0
14.9,87.2,172.0,1.23,1008.9,441.0,0,0.0
21.0,75.3,128.0,4.66,1009.8,384.0,0,0.0
12.1,80.0,152.0,3.2,1008.5,445.0,0,0.0
12.9,91.9,86.0,4.72,1013.5,403.0,0,0.0
14.1,85.5,102.0,2.66,1008.0,413.0,0,0.0
12.3,70.1,210.0,2.4,1010.9,404.0,0,0.0
13.8,91.3,80.0,5.08,1008.7,363.0,0,0.0
17.8,71.0,151.0,1.76,1009.8,388.0,0,0.0
16.2,90.9,169.0,4.72,1013.6,360.0,1,46.6
20.9,75.7,89.0,2.92,1009.0,412.0,0,0.0
20.2,96.8,245.0,3.07,1013.8,395.0,0,0.0
15.4,80.3,118.0,2.04,1009.2,428.0,0,0.0
14.6,79.2,132.0,3.37,1012.4,372.0,0,0.0
15.8,74.2,132.0,2.13,1011.3,366.0,0,0.0
17.9,78.6,119.0,0.7,1013.3,391.0,0,0.0
14.7,94.5,80.0,1.86,1011.3,443.0,0,0.0
18.2,97.9,204.0,0.53,1011.2,421.0,0,0.0
16.1,80.3,244.0,5.39,1009.2,392.0,0,0.0
17.5,82.6,118.0,5.33,1009.0,402.0,0,0.0
16.4,90.2,193.0,2.48,1013.5,358.0,1,41.2
14.9,94.8,206.0,4.14,1010.0,448.0,0,0.0
21.5,86.6,224.0,2.23,1010.2,417.0,0,0.0
19.6,81.0,152.0,3.86,1012.6,379.0,0,0.0
13.4,81.6,131.0,4.53,1010.0,409.0,0,0.0
20.7,89.5,135.0,5.23,1013.7,361.0,0,0.0
16.9,70.1,201.0,2.5,1012.4,447.0,0,0.0
20.9,87.3,219.0,4.42,1011.6,367.0,0,0.0
20.0,80.0,111.0,1.83,1013.3,415.0,0,0.0
16.3,92.2,143.0,5.45,1008.3,375.0,1,60.0
12.2,72.6,233.0,0.63,1009.5,422.0,0,0.0
14.7,86.5,217.0,3.52,1010.8,428.0,0,0.0
17.4,83.5,247.0,3.8,1009.4,417.0,0,0.0
18.3,88.0,208.0,3.94,1012.5,411.0,0,0.0
14.6,71.8,147.0,1.1,1013.5,439.0,0,0.0
13.4,86.2,180.0,5.19,1010.5,358.0,0,0.0
20.3,85.7,192.0,1.41,1010.1,383.0,0,0.0
21.8,85.7,93.0,3.61,1013.8,375.0,0,0.0
17.3,86.9,173.0,1.61,1010.7,449.0,1,19.0
13.7,88.9,201.0,2.04,1010.9,389.0,0,0.0
14.7,92.5,108.0,3.23,1010.1,423.0,0,0.0
12.2,77.6,213.0,2.59,1013.5,418.0,0,0.0
21.1,93.1,179.0,1.3,1011.4,371.0,0,0.0
13.2,84.0,242.0,1.35,1012.6,374.0,0,0.0
17.8,72.2,87.0,2.59,1012.9,378.0,0,0.0
14.7,71.6,125.0,4.29,1010.1,391.0,0,0.0
17.5,79.4,182.0,4.99,1010.6,373.0,0,0.0
18.5,92.0,130.0,0.92,1013.1,352.0,0,0.0
20.3,89.8,201.0,2.47,1010.2,438.0,0,0.0
14.1,92.1,209.0,1.0,1012.8,447.0,0,0.0
12.1,84.5,97.0,0.58,1013.6,384.0,0,0.0
13.4,82.3,167.0,3.81,1011.7,384.0,0,0.0
21.0,74.1,167.0,3.51,1012.4,351.0,0,0.0
20.7,79.2,143.0,1.32,1012.8,418.0,0,0.0
18.0,82.2,239.0,1.67,1013.1,433.0,0,0.0
18.0,72.5,221.0,0.62,1010.4,365.0,0,0.0
18.7,76.2,199.0,4.67,1008.3,366.0,0,0.0
13.8,86.8,201.0,5.37,1010.4,429.0,0,0.0
21.1,90.6,158.0,1.18,1012.0,412.0,0,0.0
16.2,98.0,237.0,1.66,1010.7,354.0,1,99.9
15.8,96.1,198.0,4.84,1012.5,412.0,1,82.0
17.2,88.0,204.0,5.13,1010.1,381.0,1,31.5
12.5,81.8,226.0,2.6,1011.8,387.0,0,0.0
13.7,87.8,127.0,0.75,1009.1,427.0,0,0.0
19.4,92.0,217.0,0.7,1012.5,431.0,0,0.0
12.8,73.3,113.0,3.37,1011.3,390.0,0,0.0
18.0,81.5,139.0,2.46,1009.2,445.0,0,0.0
14.5,93.5,137.0,0.64,1009.8,391.0,0,0.0
15.9,80.7,246.0,3.42,1012.5,427.0,0,0.0
14.9,86.0,226.0,0.56,1010.9,398.0,0,0.0
15.6,86.5,199.0,4.44,1009.3,440.0,1,16.1
19.2,75.2,204.0,2.03,1013.8,441.0,0,0.0
15.0,80.1,176.0,0.7,1012.3,359.0,0,0.0
17.7,79.4,241.0,3.44,1013.7,444.0,0,0.0
16.8,70.7,164.0,2.49,1010.6,433.0,0,0.0
18.6,70.7,145.0,5.37,1010.9,429.0,0,0.0
21.4,93.3,108.0,3.22,1013.4,370.0,0,0.0
19.3,77.6,214.0,1.88,1011.2,431.0,0,0.0
14.1,84.5,205.0,4.05,1012.2,435.0,0,0.0
12.3,78.4,145.0,1.86,1009.5,379.0,0,0.0
14.6,96.3,84.0,5.02,1010.7,445.0,0,0.0
18.0,77.3,223.0,2.37,1008.7,355.0,0,0.0
12.5,82.0,82.0,3.25,1009.2,365.0,0,0.0
17.0,94.4,200.0,0.75,1008.0,404.0,1,76.4
18.0,93.6,245.0,2.63,1008.2,408.0,1,61.2
15.3,75.2,154.0,4.66,1013.9,415.0,0,0.0
19.7,92.5,120.0,4.53,1009.5,352.0,0,0.0
13.1,82.8,200.0,1.62,1012.0,446.0,0,0.0
12.8,83.5,219.0,1.63,1013.0,354.0,0,0.0
19.3,73.7,173.0,4.59,1011.3,364.0,0,0.0
17.0,72.3,244.0,5.15,1008.9,351.0,0,0.0
18.9,90.4,89.0,0.98,1012.4,407.0,0,0.0
16.3,83.9,166.0,2.75,1011.6,443.0,0,0.0
14.5,82.2,202.0,2.19,1012.4,417.0,0,0.0
20.2,90.4,227.0,4.85,1012.6,432.0,0,0.0
20.0,91.4,110.0,0.92,1013.9,351.0,0,0.0
18.9,74.4,216.0,1.56,1011.4,404.0,0,0.0
14.7,87.1,174.0,4.26,1010.0,396.0,0,0.0
17.9,73.8,147.0,0.76,1011.9,400.0,0,0.0
15.6,91.0,102.0,2.96,1008.4,357.0,1,56.3
12.9,88.4,227.0,2.71,1013.4,418.0,0,0.0
21.2,96.8,107.0,2.17,1008.7,400.0,0,0.0
13.4,71.9,133.0,2.47,1010.0,427.0,0,0.0
21.5,71.6,129.0,3.15,1012.9,399.0,0,0.0
16.5,77.9,228.0,1.31,1011.6,365.0,0,0.0
